,,,,,
,,,MASTER DATA COMPONENT,,
,,,,,
,,,,,
,No,Code,Name,Type,Notes
,,,,,
,,,,,
,411,NE_TUNJPENDIDIKAN_OS,Netral Tunjangan Pendidikan OS,Neutral,Inactive
,412,NE_TRANSPORT_OS,Tunjangan Transport OS,Neutral,
,413,NE_JMLSISACUTI_OS,Jumlah Sisa Cuti OS,Neutral,Inactive
,414,NE_INSKELIPATAN_MT_OS,Nilai Insentif Kelipatan Mitra OS,Neutral,Inactive
,415,NE_INSKELIPATAN_OS,Nilai Insentif Kelipatan OS,Neutral,Inactive
,416,NE_TARGETPKT_MT_OS,Target Paket Bulanan Mitra OS,Neutral,Inactive
,417,NE_TARGETPKT_OS,Target Paket Bulanan OS,Neutral,Inactive
,418,NE_PENCTARGETPKT_OS,Pencapaian Target Paket OS,Neutral,Inactive
,419,NE_KELIPATANBNSPKT_MT_OS,Bonus Kelipatan (Coli) Mitra OS,Neutral,Inactive
,420,NE_KELIPATANBNSPKT_OS,Bonus Kelipatan (Coli) OS,Neutral,Inactive
,421,NE_BONUSPERCOLI_MT_OS,Bonus Per Coli Mitra OS,Neutral,Inactive
,422,NE_BONUSPERCOLI_OS,Bonus Per Coli OS,Neutral,Inactive
,423,NE_BONUSUTAMA_MT_OS,Bonus Utama Mitra OS,Neutral,Inactive
,424,NE_BONUSUTAMA_OS,Bonus Utama OS,Neutral,Inactive
,425,NE_ZEROBONUSPAKET_OS,Zero Bonus Paket OS,Neutral,Inactive
,426,NE_OVTHARIRAYA_OS,Ovt Hari Raya (Natal/Idul Fitri) OS,Neutral,
,427,NE_OVTOFFDAY_OS,Ovt OFF Value OS,Neutral,Inactive
,428,NE_OVTWEEKDAY_OS,Ovt WeekDay Value OS,Neutral,Inactive
,429,NE_HUTANGCUTI_OS,Potongan Hutang Cuti OS,Neutral,Inactive
,430,NE_BYOPS_MNT_OS,By Ops & maintance,Neutral,
,431,NE_KOORDINASILINGKUNGAN_OS,Netral Koordinasi Lingkungan,Neutral,
,432,NE_PEMBINAAN_OS,Pembinaan OS,Neutral,
,433,NE_SERAGAM_OS,Seragam OS,Neutral,
,434,NE_JOURNALCHECKER_OS,Neutral Jurnal Balance Checker OS,Neutral,
,435,NE_BASETHR_OS,Dasar Perhitungan THR OS,Neutral,
,436,NE_BULANTHR_OS,Total Bulan Prorate THR OS,Neutral,
,437,NE_TUNJABTHR_OS,Dasar Tunjangan Jabatan THR OS,Neutral,
,438,NE_TUNJABPJSTHR_OS,Dasar Tunjangan Jabatan PJS THR OS,Neutral,Inactive
,439,NE_BPJSJPBASE_OS,Dasar BPJS JP OS,Neutral,
,440,NE_BPJSKSBASE_OS,Dasar BPJS KS OS,Neutral,
,441,NE_BPJSTKBASE_OS,Dasar BPJS TK OS,Neutral,
,442,NE_BUDGETPERMONTH_OS,Total Biaya OS,Neutral,
,443,NE_MANFEE_OS,% Man Fee OS,Neutral,
,444,NE_MGMTFEE_OS,Management Fee OS,Neutral,
,445,NE_PPN11_OS,PPN11% OS,Neutral,
,446,NE_PPH23_OS,PPh 23 (2%) OS,Neutral,
,447,NE_SUBTOTALINVOICE_OS,Grand Total Biaya OS,Neutral,
,448,NE_ADDPTCASH_OS,Potongan Additional Petty Cash,Neutral,
,449,NE_POTOWNRISK_OS,Pot. Own Risk OS,Neutral,
,450,NE_POTAUDIT_OS,Pot. Audit OS,Neutral,Inactive
,451,NE_POTBRGHILANG_OS,Pot. Barang Hilang OS,Neutral,
,452,NE_POTDENDA_OS,Pot. Denda OS,Neutral,Inactive
,453,NE_KERUSAKANVOLTA_OS,Pot. Kerusakan Volta OS,Neutral,Inactive
,454,NE_POTLAIN_OS,Pot. Lain OS,Neutral,
,455,NE_VOLTASEI_OS,Pot. Volta SEI OS,Neutral,Inactive
,456,NE_VOLTA_OS,Pot. Volta T-FAS OS,Neutral,Inactive
,457,NE_COD_OS,Potongan COD OS,Neutral,
,458,NE_GRANDTOTALINVOICE_OS,Grand Total Invoice OS,Neutral,
,459,NE_PERIODDIRUMAHKAN_OS,Periode Dirumahkan (Month) OS,Neutral,Inactive
,460,NE_PERPAKET_MT_OS,Flag Per Paket Mitra OS,Neutral,Inactive
,461,NE_PERPAKET_OS,Flag Per Paket OS,Neutral,
,462,NE_FREELANCE_FLAG_OS,Is Freelance OS,Neutral,
,463,NE_ISJOINTERMINATE_OS,Join / Resign Flag OS,Neutral,
,464,NE_PERSENDIRUMAHKAN_OS,Persentase Dirumahkan OS,Neutral,Inactive
,465,NE_PERSENSKTPJG_OS,Persentase Gaji Sakit Berkepanjangan OS,Neutral,Inactive
,466,NE_IS_PJS_OS,PJS Flag OS,Neutral,
,467,NE_ISOFFICE_OS,Office Cost Center OS,Neutral,
,468,NE_HARIKERJA_OS,Hari Kerja OS,Neutral,
,469,NE_ATTENDANCE_INFO_OS,Hari Kerja Realisasi OS,Neutral,
,470,NE_PF6_OS,Prorate Active Employee OS,Neutral,
,471,NE_PRORATE_OS,Prorate Base OS,Neutral,
,472,NE_TOTHRPEMBAGI_OS,Total Hari Pembagi OS,Neutral,
,473,NE_PENCTARGETPKT_MT_OS,Total Pembawaan Paket OS,Neutral,Inactive
